Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED,Event Name,Year
22,5000,10.00,210.00,311.00,190.00,85.00,5-7-0,0,12,Rhode Island District Event,2014
23,4176,10.00,170.00,225.00,140.00,108.00,5-7-0,0,12,Rhode Island District Event,2014
24,1965,10.00,100.00,329.00,180.00,91.00,5-7-0,0,12,Rhode Island District Event,2014
25,2262,10.00,100.00,323.00,130.00,152.00,5-7-0,0,12,Rhode Island District Event,2014
26,1350,8.00,370.00,387.00,180.00,139.00,4-8-0,0,12,Rhode Island District Event,2014
27,663,8.00,240.00,393.00,120.00,88.00,4-8-0,0,12,Rhode Island District Event,2014
28,4905,8.00,230.00,320.00,100.00,133.00,4-8-0,0,12,Rhode Island District Event,2014
29,2079,8.00,150.00,338.00,50.00,40.00,4-8-0,0,12,Rhode Island District Event,2014
30,5163,8.00,110.00,266.00,160.00,145.00,4-8-0,0,12,Rhode Island District Event,2014
31,2871,7.00,70.00,253.00,130.00,169.00,3-8-1,0,12,Rhode Island District Event,2014
32,4474,6.00,100.00,275.00,100.00,59.00,3-9-0,0,12,Rhode Island District Event,2014
33,3927,5.00,160.00,299.00,170.00,118.00,2-9-1,0,12,Rhode Island District Event,2014
34,1757,5.00,100.00,273.00,100.00,56.00,2-9-1,0,12,Rhode Island District Event,2014
35,2621,5.00,80.00,293.00,120.00,87.00,2-9-1,0,12,Rhode Island District Event,2014
36,1973,4.00,90.00,198.00,120.00,96.00,2-9-0,1,12,Rhode Island District Event,2014
37,4796,4.00,20.00,227.00,160.00,136.00,2-7-0,3,12,Rhode Island District Event,2014
1,195,20.00,350.00,542.00,360.00,605.00,10-2-0,0,12,Southington District Event,2014
2,175,20.00,310.00,442.00,320.00,515.00,10-2-0,0,12,Southington District Event,2014
3,4055,20.00,250.00,506.00,220.00,340.00,10-2-0,0,12,Southington District Event,2014
4,3466,18.00,320.00,350.00,210.00,311.00,9-3-0,0,12,Southington District Event,2014
5,2067,16.00,350.00,476.00,220.00,438.00,8-4-0,0,12,Southington District Event,2014
6,1099,16.00,350.00,439.00,360.00,330.00,8-4-0,0,12,Southington District Event,2014
7,178,16.00,290.00,321.00,190.00,293.00,8-4-0,0,12,Southington District Event,2014
8,1735,16.00,250.00,502.00,180.00,303.00,8-4-0,0,12,Southington District Event,2014
9,1071,16.00,120.00,311.00,150.00,297.00,8-4-0,0,12,Southington District Event,2014
10,3525,14.00,300.00,387.00,200.00,459.00,7-5-0,0,12,Southington District Event,2014
11,558,14.00,300.00,338.00,250.00,265.00,7-5-0,0,12,Southington District Event,2014
12,3654,14.00,290.00,381.00,190.00,191.00,7-5-0,0,12,Southington District Event,2014
13,1768,14.00,260.00,492.00,250.00,251.00,7-5-0,0,12,Southington District Event,2014
14,155,14.00,240.00,466.00,270.00,420.00,7-5-0,0,12,Southington District Event,2014
15,2064,14.00,220.00,430.00,250.00,408.00,7-5-0,0,12,Southington District Event,2014
16,3718,14.00,90.00,341.00,130.00,544.00,7-5-0,0,12,Southington District Event,2014
17,213,12.00,300.00,397.00,290.00,421.00,6-6-0,0,12,Southington District Event,2014
18,230,12.00,290.00,616.00,190.00,227.00,6-6-0,0,12,Southington District Event,2014
19,2836,10.00,200.00,371.00,190.00,315.00,5-7-0,0,12,Southington District Event,2014
20,3146,10.00,160.00,292.00,190.00,404.00,5-7-0,0,12,Southington District Event,2014
21,3104,10.00,100.00,282.00,210.00,484.00,5-6-0,1,12,Southington District Event,2014
22,1699,8.00,180.00,345.00,220.00,381.00,4-8-0,0,12,Southington District Event,2014
23,3461,8.00,180.00,287.00,190.00,294.00,4-8-0,0,12,Southington District Event,2014
24,5129,8.00,150.00,365.00,120.00,298.00,4-8-0,0,12,Southington District Event,2014
25,4628,8.00,140.00,202.00,170.00,272.00,4-8-0,0,12,Southington District Event,2014
26,3464,8.00,110.00,357.00,100.00,224.00,4-8-0,0,12,Southington District Event,2014
27,3634,6.00,190.00,347.00,150.00,276.00,3-9-0,0,12,Southington District Event,2014
28,151,6.00,190.00,337.00,170.00,294.00,3-9-0,0,12,Southington District Event,2014
29,999,6.00,140.00,346.00,130.00,170.00,3-9-0,0,12,Southington District Event,2014
30,173,6.00,110.00,347.00,160.00,245.00,3-9-0,0,12,Southington District Event,2014
31,4572,6.00,60.00,202.00,120.00,255.00,3-9-0,0,12,Southington District Event,2014
32,2785,4.00,40.00,270.00,160.00,301.00,2-10-0,0,12,Southington District Event,2014
1,125,24.00,330.00,537.00,280.00,511.00,12-0-0,0,12,Northeastern University District Event,2014
2,3467,22.00,380.00,562.00,270.00,446.00,11-1-0,0,12,Northeastern University District Event,2014
3,246,20.00,380.00,418.00,230.00,261.00,10-2-0,0,12,Northeastern University District Event,2014
4,2877,16.00,400.00,430.00,280.00,234.00,8-4-0,0,12,Northeastern University District Event,2014
5,1153,16.00,400.00,383.00,300.00,347.00,8-4-0,0,12,Northeastern University District Event,2014
6,126,16.00,350.00,463.00,340.00,402.00,8-4-0,0,12,Northeastern University District Event,2014
7,237,16.00,280.00,563.00,270.00,278.00,8-4-0,0,12,Northeastern University District Event,2014
8,1058,16.00,250.00,418.00,210.00,194.00,8-4-0,0,12,Northeastern University District Event,2014
9,69,16.00,110.00,438.00,240.00,346.00,8-4-0,0,12,Northeastern University District Event,2014
10,2084,14.00,390.00,375.00,250.00,153.00,7-5-0,0,12,Northeastern University District Event,2014
11,501,14.00,390.00,340.00,190.00,221.00,7-5-0,0,12,Northeastern University District Event,2014
12,3958,14.00,260.00,382.00,140.00,157.00,7-5-0,0,12,Northeastern University District Event,2014
13,1965,14.00,150.00,344.00,90.00,237.00,7-5-0,0,12,Northeastern University District Event,2014
14,4908,12.00,420.00,382.00,150.00,207.00,6-6-0,0,12,Northeastern University District Event,2014
15,2876,12.00,350.00,319.00,130.00,114.00,6-6-0,0,12,Northeastern University District Event,2014
16,3479,12.00,310.00,368.00,250.00,186.00,6-6-0,0,12,Northeastern University District Event,2014
17,1973,12.00,200.00,376.00,150.00,162.00,6-6-0,0,12,Northeastern University District Event,2014
18,1761,12.00,160.00,419.00,180.00,210.00,6-6-0,0,12,Northeastern University District Event,2014
19,5000,12.00,160.00,341.00,140.00,268.00,6-6-0,0,12,Northeastern University District Event,2014
20,2871,12.00,150.00,392.00,160.00,177.00,6-6-0,0,12,Northeastern University District Event,2014
21,4176,12.00,140.00,356.00,130.00,276.00,6-6-0,0,12,Northeastern University District Event,2014
22,1922,12.00,130.00,370.00,180.00,355.00,6-6-0,0,12,Northeastern University District Event,2014
23,4311,12.00,110.00,254.00,110.00,403.00,6-6-0,0,12,Northeastern University District Event,2014
24,4761,10.00,250.00,403.00,200.00,301.00,5-7-0,0,12,Northeastern University District Event,2014
25,3499,10.00,250.00,357.00,120.00,141.00,5-7-0,0,12,Northeastern University District Event,2014
26,1073,10.00,190.00,346.00,190.00,294.00,5-7-0,0,12,Northeastern University District Event,2014
27,97,10.00,170.00,236.00,100.00,186.00,5-7-0,0,12,Northeastern University District Event,2014
28,1757,10.00,150.00,474.00,170.00,241.00,5-7-0,0,12,Northeastern University District Event,2014
29,5347,10.00,140.00,254.00,170.00,152.00,5-7-0,0,12,Northeastern University District Event,2014
30,2713,10.00,110.00,267.00,150.00,220.00,5-7-0,0,12,Northeastern University District Event,2014
31,4474,8.00,250.00,313.00,120.00,117.00,4-8-0,0,12,Northeastern University District Event,2014
32,157,8.00,230.00,272.00,150.00,205.00,4-8-0,0,12,Northeastern University District Event,2014
33,3205,8.00,210.00,357.00,160.00,249.00,4-8-0,0,12,Northeastern University District Event,2014
34,2079,8.00,150.00,392.00,170.00,164.00,4-8-0,0,12,Northeastern University District Event,2014
35,2262,8.00,150.00,318.00,150.00,230.00,4-8-0,0,12,Northeastern University District Event,2014
36,4151,8.00,70.00,273.00,110.00,176.00,4-8-0,0,12,Northeastern University District Event,2014
37,1474,6.00,130.00,314.00,150.00,263.00,3-9-0,0,12,Northeastern University District Event,2014
38,4929,6.00,130.00,228.00,130.00,165.00,3-9-0,0,12,Northeastern University District Event,2014
39,1289,6.00,110.00,355.00,80.00,280.00,3-9-0,0,12,Northeastern University District Event,2014
40,4796,6.00,110.00,293.00,210.00,128.00,3-9-0,0,12,Northeastern University District Event,2014
1,558,20.00,500.00,532.00,330.00,278.00,10-2-0,0,12,Hartford District Event,2014
2,177,20.00,460.00,601.00,440.00,457.00,10-2-0,0,12,Hartford District Event,2014
3,175,18.00,500.00,551.00,350.00,456.00,9-3-0,0,12,Hartford District Event,2014
4,4055,18.00,400.00,560.00,240.00,254.00,9-3-0,0,12,Hartford District Event,2014
5,176,18.00,360.00,527.00,300.00,451.00,9-3-0,0,12,Hartford District Event,2014
6,236,18.00,300.00,695.00,270.00,345.00,9-3-0,0,12,Hartford District Event,2014
7,716,16.00,410.00,525.00,300.00,333.00,8-4-0,0,12,Hartford District Event,2014
8,1991,16.00,320.00,468.00,270.00,427.00,8-4-0,0,12,Hartford District Event,2014
9,3634,16.00,300.00,485.00,200.00,310.00,8-4-0,0,12,Hartford District Event,2014
10,3525,16.00,250.00,567.00,320.00,369.00,8-4-0,0,12,Hartford District Event,2014
11,230,14.00,360.00,611.00,240.00,236.00,7-5-0,0,12,Hartford District Event,2014
12,3464,14.00,320.00,491.00,310.00,307.00,7-5-0,0,12,Hartford District Event,2014
13,999,14.00,310.00,503.00,200.00,313.00,7-5-0,0,12,Hartford District Event,2014
14,4628,14.00,260.00,391.00,240.00,274.00,7-5-0,0,12,Hartford District Event,2014
15,1124,14.00,250.00,420.00,200.00,489.00,7-5-0,0,12,Hartford District Event,2014
16,571,14.00,220.00,350.00,170.00,351.00,7-5-0,0,12,Hartford District Event,2014
17,5129,12.00,420.00,365.00,200.00,337.00,6-6-0,0,12,Hartford District Event,2014
18,228,12.00,390.00,509.00,260.00,298.00,6-6-0,0,12,Hartford District Event,2014
19,181,12.00,320.00,557.00,220.00,313.00,6-6-0,0,12,Hartford District Event,2014
20,2067,12.00,300.00,498.00,180.00,344.00,6-6-0,0,12,Hartford District Event,2014
21,5142,12.00,260.00,393.00,210.00,253.00,6-6-0,0,12,Hartford District Event,2014
22,3555,12.00,150.00,302.00,280.00,282.00,6-6-0,0,12,Hartford District Event,2014
23,95,10.00,420.00,424.00,160.00,142.00,5-7-0,0,12,Hartford District Event,2014
24,178,10.00,400.00,523.00,290.00,147.00,5-7-0,0,12,Hartford District Event,2014
25,4557,10.00,360.00,477.00,190.00,203.00,5-7-0,0,12,Hartford District Event,2014
26,4572,10.00,300.00,458.00,240.00,258.00,5-7-0,0,12,Hartford District Event,2014
27,3566,10.00,290.00,466.00,290.00,311.00,5-7-0,0,12,Hartford District Event,2014
28,4958,10.00,180.00,401.00,300.00,366.00,5-7-0,0,12,Hartford District Event,2014
29,3182,8.00,380.00,397.00,210.00,276.00,4-8-0,0,12,Hartford District Event,2014
30,1687,8.00,280.00,339.00,130.00,239.00,4-8-0,0,12,Hartford District Event,2014
31,4097,8.00,270.00,407.00,220.00,290.00,4-8-0,0,12,Hartford District Event,2014
32,839,8.00,190.00,452.00,200.00,144.00,4-8-0,0,12,Hartford District Event,2014
33,3146,8.00,180.00,409.00,130.00,240.00,4-7-0,1,12,Hartford District Event,2014
34,2785,8.00,140.00,494.00,180.00,277.00,4-8-0,0,12,Hartford District Event,2014
35,2170,6.00,300.00,411.00,170.00,224.00,3-9-0,0,12,Hartford District Event,2014
36,238,6.00,240.00,432.00,210.00,217.00,3-9-0,0,12,Hartford District Event,2014
37,3104,6.00,140.00,472.00,130.00,250.00,3-9-0,0,12,Hartford District Event,2014
38,1740,6.00,130.00,438.00,180.00,133.00,3-9-0,0,12,Hartford District Event,2014
39,173,4.00,170.00,450.00,160.00,138.00,2-10-0,0,12,Hartford District Event,2014
1,155,22.00,360.00,546.00,220.00,488.00,11-1-0,0,12,Pine Tree District Event,2014
2,133,20.00,440.00,613.00,250.00,331.00,10-2-0,0,12,Pine Tree District Event,2014
3,3525,20.00,420.00,588.00,250.00,323.00,10-2-0,0,12,Pine Tree District Event,2014
4,125,20.00,400.00,586.00,300.00,465.00,10-2-0,0,12,Pine Tree District Event,2014
5,3451,18.00,370.00,601.00,270.00,289.00,9-3-0,0,12,Pine Tree District Event,2014
6,319,16.00,490.00,398.00,130.00,214.00,8-4-0,0,12,Pine Tree District Event,2014
7,4925,16.00,480.00,418.00,170.00,223.00,8-4-0,0,12,Pine Tree District Event,2014
8,3461,16.00,350.00,562.00,220.00,220.00,8-4-0,0,12,Pine Tree District Event,2014
9,2648,16.00,270.00,408.00,180.00,353.00,8-4-0,0,12,Pine Tree District Event,2014
10,166,14.00,470.00,447.00,160.00,199.00,7-5-0,0,12,Pine Tree District Event,2014
11,5122,14.00,370.00,599.00,280.00,329.00,7-5-0,0,12,Pine Tree District Event,2014
12,467,14.00,280.00,483.00,220.00,385.00,7-5-0,0,12,Pine Tree District Event,2014
13,1071,14.00,260.00,568.00,270.00,152.00,7-5-0,0,12,Pine Tree District Event,2014
14,88,12.00,390.00,528.00,200.00,239.00,6-6-0,0,12,Pine Tree District Event,2014
15,172,12.00,340.00,525.00,220.00,263.00,6-6-0,0,12,Pine Tree District Event,2014
16,3609,12.00,250.00,416.00,210.00,296.00,6-6-0,0,12,Pine Tree District Event,2014
17,4546,12.00,180.00,411.00,120.00,186.00,6-6-0,0,12,Pine Tree District Event,2014
18,1721,12.00,160.00,334.00,160.00,306.00,6-6-0,0,12,Pine Tree District Event,2014
19,3930,10.00,400.00,398.00,250.00,141.00,5-7-0,0,12,Pine Tree District Event,2014
20,4564,10.00,390.00,586.00,320.00,244.00,5-7-0,0,12,Pine Tree District Event,2014
21,58,10.00,390.00,523.00,280.00,269.00,5-7-0,0,12,Pine Tree District Event,2014
22,663,10.00,330.00,422.00,110.00,144.00,5-7-0,0,12,Pine Tree District Event,2014
23,4473,10.00,330.00,374.00,130.00,192.00,5-7-0,0,12,Pine Tree District Event,2014
24,3585,10.00,300.00,321.00,80.00,256.00,5-7-0,0,12,Pine Tree District Event,2014
25,3927,10.00,290.00,333.00,190.00,162.00,5-7-0,0,12,Pine Tree District Event,2014
26,5286,10.00,250.00,480.00,160.00,295.00,5-7-0,0,12,Pine Tree District Event,2014
27,3597,10.00,220.00,562.00,170.00,111.00,5-7-0,0,12,Pine Tree District Event,2014
28,5265,10.00,220.00,533.00,190.00,235.00,5-7-0,0,12,Pine Tree District Event,2014
29,1027,10.00,170.00,455.00,160.00,164.00,5-7-0,0,12,Pine Tree District Event,2014
30,4555,8.00,410.00,565.00,160.00,150.00,4-8-0,0,12,Pine Tree District Event,2014
31,1831,8.00,340.00,454.00,140.00,177.00,4-8-0,0,12,Pine Tree District Event,2014
32,4906,8.00,300.00,427.00,120.00,305.00,4-8-0,0,12,Pine Tree District Event,2014
33,4042,8.00,200.00,369.00,110.00,149.00,4-8-0,0,12,Pine Tree District Event,2014
34,1786,8.00,150.00,418.00,140.00,276.00,4-8-0,0,12,Pine Tree District Event,2014
35,1307,8.00,150.00,353.00,110.00,368.00,4-8-0,0,12,Pine Tree District Event,2014
36,2342,6.00,190.00,429.00,130.00,239.00,3-9-0,0,12,Pine Tree District Event,2014
37,4041,6.00,140.00,371.00,180.00,168.00,3-9-0,0,12,Pine Tree District Event,2014
38,4793,6.00,130.00,371.00,150.00,207.00,3-9-0,0,12,Pine Tree District Event,2014
1,3393,22.00,350.00,336.00,230.00,666.00,11-1-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
2,2907,20.00,460.00,411.00,230.00,351.00,10-2-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
3,4450,20.00,320.00,361.00,190.00,241.00,10-2-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
4,3588,20.00,250.00,330.00,140.00,493.00,10-2-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
5,2557,18.00,300.00,260.00,140.00,523.00,9-3-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
6,2192,18.00,290.00,215.00,80.00,278.00,9-3-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
7,2046,16.00,300.00,400.00,150.00,377.00,8-4-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
8,3220,16.00,240.00,286.00,60.00,335.00,8-4-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
9,1294,14.00,380.00,264.00,60.00,262.00,7-5-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
10,2927,14.00,210.00,215.00,130.00,351.00,7-5-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
11,360,14.00,170.00,386.00,90.00,274.00,7-5-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
12,3786,14.00,150.00,242.00,70.00,218.00,7-5-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
13,4089,14.00,140.00,211.00,50.00,173.00,7-5-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
14,4131,14.00,130.00,280.00,60.00,256.00,7-5-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
15,2929,12.00,250.00,316.00,60.00,173.00,6-6-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
16,4579,12.00,230.00,215.00,60.00,308.00,6-6-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
17,4559,12.00,220.00,210.00,100.00,280.00,6-6-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
18,3586,12.00,160.00,241.00,70.00,254.00,6-6-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
19,3781,12.00,80.00,187.00,100.00,293.00,6-6-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
20,3221,10.00,100.00,266.00,80.00,261.00,5-7-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
21,2906,8.00,240.00,245.00,50.00,92.00,4-8-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
22,4726,8.00,210.00,220.00,60.00,229.00,4-8-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
23,3218,8.00,190.00,231.00,50.00,189.00,4-8-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
24,4304,8.00,160.00,226.00,20.00,160.00,4-8-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
25,3576,8.00,150.00,225.00,70.00,202.00,4-8-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
26,4469,8.00,110.00,200.00,50.00,139.00,4-8-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
27,4772,8.00,110.00,181.00,70.00,302.00,4-8-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
28,4060,6.00,190.00,165.00,40.00,183.00,3-9-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
29,2990,6.00,90.00,286.00,70.00,191.00,3-9-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
30,5295,6.00,60.00,225.00,70.00,235.00,3-9-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
31,3237,4.00,190.00,225.00,80.00,88.00,2-10-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
32,2555,2.00,80.00,210.00,40.00,170.00,1-11-0,0,12,PNW FIRST Robotics Auburn Mountainview District Event,2014
1,4488,22.00,260.00,475.00,130.00,471.00,11-1-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
2,2471,20.00,180.00,366.00,200.00,405.00,10-2-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
3,1425,20.00,170.00,352.00,210.00,136.00,10-2-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
4,997,16.00,150.00,401.00,140.00,244.00,8-4-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
5,2002,16.00,120.00,338.00,40.00,338.00,8-4-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
6,2550,16.00,60.00,256.00,40.00,544.00,8-4-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
7,2635,16.00,50.00,316.00,120.00,352.00,8-4-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
8,3131,15.00,110.00,276.00,90.00,261.00,7-4-1,0,12,PNW FIRST Robotics Oregon City District Event,2014
9,3574,14.00,150.00,345.00,50.00,177.00,7-5-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
10,3812,14.00,100.00,312.00,140.00,319.00,7-5-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
11,3673,14.00,90.00,211.00,40.00,414.00,7-5-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
12,2411,14.00,70.00,275.00,70.00,365.00,7-5-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
13,4127,14.00,40.00,285.00,80.00,469.00,7-5-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
14,3024,14.00,30.00,266.00,30.00,349.00,7-5-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
15,4132,14.00,20.00,210.00,60.00,308.00,7-5-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
16,2374,13.00,80.00,266.00,120.00,141.00,6-5-1,0,12,PNW FIRST Robotics Oregon City District Event,2014
17,4457,12.00,160.00,269.00,90.00,161.00,6-6-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
18,5198,12.00,160.00,150.00,100.00,360.00,6-6-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
19,955,12.00,120.00,372.00,200.00,387.00,6-6-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
20,1540,12.00,120.00,322.00,70.00,279.00,6-6-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
21,2915,12.00,70.00,255.00,60.00,234.00,6-6-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
22,2542,12.00,60.00,151.00,40.00,243.00,6-6-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
23,2517,12.00,50.00,217.00,80.00,191.00,6-6-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
24,3674,11.00,30.00,265.00,50.00,257.00,5-6-1,0,12,PNW FIRST Robotics Oregon City District Event,2014
25,2811,10.00,110.00,150.00,40.00,249.00,5-7-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
26,847,9.00,70.00,245.00,80.00,211.00,4-7-1,0,12,PNW FIRST Robotics Oregon City District Event,2014
27,4057,8.00,50.00,206.00,40.00,398.00,4-8-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
28,2733,8.00,50.00,175.00,80.00,222.00,4-8-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
29,2093,6.00,120.00,156.00,10.00,186.00,3-8-0,1,12,PNW FIRST Robotics Oregon City District Event,2014
30,1571,6.00,30.00,191.00,60.00,156.00,3-9-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
31,753,5.00,50.00,240.00,40.00,87.00,2-9-1,0,12,PNW FIRST Robotics Oregon City District Event,2014
32,3636,5.00,30.00,226.00,100.00,111.00,2-9-1,0,12,PNW FIRST Robotics Oregon City District Event,2014
33,4051,4.00,90.00,200.00,40.00,153.00,2-10-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
34,4692,4.00,80.00,225.00,10.00,175.00,2-10-0,0,12,PNW FIRST Robotics Oregon City District Event,2014
35,4652,4.00,10.00,96.00,30.00,46.00,2-5-0,5,12,PNW FIRST Robotics Oregon City District Event,2014
1,2412,20.00,260.00,412.00,270.00,313.00,10-2-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
2,2522,20.00,240.00,390.00,200.00,363.00,10-2-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
3,4077,18.00,200.00,402.00,100.00,438.00,9-3-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
4,492,16.00,280.00,336.00,200.00,97.00,8-4-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
5,4911,16.00,260.00,362.00,220.00,232.00,8-4-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
6,4915,16.00,230.00,436.00,230.00,219.00,8-4-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
7,1318,16.00,200.00,605.00,210.00,269.00,8-4-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
8,3826,16.00,170.00,301.00,140.00,233.00,8-4-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
9,2930,14.00,230.00,287.00,130.00,432.00,7-5-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
10,4030,14.00,180.00,341.00,120.00,133.00,7-5-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
11,3787,14.00,180.00,236.00,100.00,233.00,7-5-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
12,2660,14.00,120.00,375.00,180.00,286.00,7-5-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
13,3268,14.00,120.00,258.00,80.00,188.00,7-5-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
14,4205,14.00,110.00,366.00,120.00,138.00,7-5-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
15,3223,14.00,60.00,225.00,110.00,483.00,7-5-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
16,4038,12.00,210.00,341.00,110.00,311.00,6-6-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
17,4681,12.00,160.00,344.00,50.00,396.00,6-6-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
18,1899,12.00,160.00,307.00,130.00,385.00,6-6-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
19,3684,12.00,110.00,286.00,80.00,502.00,6-6-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
20,2976,12.00,90.00,251.00,110.00,345.00,6-6-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
21,2928,10.00,210.00,325.00,180.00,253.00,5-7-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
22,488,10.00,130.00,301.00,100.00,395.00,5-6-0,1,12,PNW FIRST Robotics Glacier Peak District Event,2014
23,949,10.00,90.00,206.00,120.00,215.00,5-7-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
24,4918,8.00,200.00,375.00,190.00,304.00,4-8-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
25,4682,8.00,130.00,306.00,130.00,284.00,4-8-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
26,2910,8.00,130.00,302.00,120.00,194.00,4-8-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
27,4542,8.00,80.00,278.00,80.00,338.00,4-8-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
28,4683,6.00,100.00,321.00,130.00,162.00,3-9-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
29,4309,6.00,80.00,216.00,40.00,259.00,3-9-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
30,4512,6.00,80.00,170.00,110.00,194.00,3-9-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
31,4654,6.00,70.00,247.00,80.00,103.00,3-9-0,0,12,PNW FIRST Robotics Glacier Peak District Event,2014
32,3681,2.00,50.00,240.00,90.00,286.00,1-10-0,1,12,PNW FIRST Robotics Glacier Peak District Event,2014
1,4125,20.00,290.00,391.00,190.00,87.00,10-2-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
2,360,20.00,250.00,341.00,180.00,104.00,10-2-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
3,2557,20.00,180.00,356.00,200.00,197.00,10-2-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
4,4061,18.00,220.00,311.00,150.00,241.00,9-3-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
5,4726,16.00,230.00,291.00,120.00,111.00,8-4-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
